gene	chr	tpm	pcon	phicpm	pchcpm	patcpm	phichat	eatcpm	ehicpm	ehichat
Slc19a1	chr10	17.19153223	1	11	4.922779894	43.86386415	35.01305128	39.56627259	121	54.44198121
Col18a1	chr10	170.929857	1	16	5.406212359	9.780861285	42.43981459	39.56627259	121	79.1883363
Katna1	chr10	89.97552115	2	35	7.46618433	13.71032871	129.2204376	18.63977319	141	70.84175006
Pofut2	chr10	99.56621967	10	121	6.972320744	39.56627259	598.8617933	65.66971525	196	159.1104425
Fam207a	chr10	32.28016407	9	205	4.425877656	9.451436443	537.5484106	75.64002723	1416	495.0584841
Pttg1ip	chr10	184.7807067	7	289	4.372380853	40.56165643	936.4742741	44.52980724	1282	820.631157
Gm49325,Sumo3	chr10	134.7078226	8	316	13.85028751	27.16380796	1849.87593	57.92765571	1315	861.3923385
Ube2g2	chr10	49.54782401	8	305	10.41183148	7.914562836	1582.945334	77.17690083	1262	837.8270714
Ginm1	chr10	121.4800389	1	42	7.899856788	26.84660196	169.0706349	12.76815158	63	140.0158577
Ppil4	chr10	89.18676554	3	63	7.65488493	12.76815158	210.0237865	74.05288495	120	245.9551401
1810043G02Rik	chr10	33.7751124	2	34	4.219173612	26.98635046	104.4618138	75.14592859	128	103.499771
Pfkl	chr10	371.5307383	2	46	5.773658635	43.74847071	142.5392588	26.98635046	55	106.607575
Aire,Dnmt3l	chr10	461.6895777	1	15	3.387008461	0	22.56126469	0	39	13.43337508
Icosl	chr10	30.07263161	4	64	3.156944096	14.43043703	118.474953	7.561330808	252	211.6580368
D10Jhu81e	chr10	52.42056829	7	82	5.283675764	31.39745788	237.1875736	51.23821648	279	126.7563477
Pwp2	chr10	61.74955018	1	19	3.983525043	13.0751097	34.26014334	31.39745788	82	54.95809631
Rrp1	chr10	256.9167286	4	102	5.576194375	16.76586314	298.1546499	47.59092426	195	268.618475
Cstb	chr10	405.3253434	3	119	7.153018728	43.66239817	321.5380052	34.9658048	280	329.8313634
Pdxk	chr10	6.556230668	2	43	2.464961602	10.63861085	81.18449699	76.83619386	236	134.9343025
Ilvbl	chr10	17.86549452	4	117	9.631088406	33.17379569	498.9299362	33.54299416	215	156.037237
Syde1	chr10	14.08664275	2	93	2.588599309	0	154.2521865	46.63850203	151	396.5853339
Plpp2	chr10	43.51010755	3	42	4.695594651	22.90438331	165.7701933	71.73666335	150	206.0925405
Mier2	chr10	45.9308217	1	18	8.530745982	14.6325668	91.47998981	22.90438331	42	71.04436857
Tpgs1	chr10	39.88902809	2	73	7.669190431	21.7280812	218.0674903	215.7753607	722	292.2863992
Cdc34	chr10	304.9674161	11	403	6.463443457	162.1071591	1520.907072	162.2953608	2091	1160.638703
Gzmm	chr10	9.648771245	1	45	6.463443457	0	169.8283331	5.751813313	172	75.50585172
Bsg	chr10	2196.815842	2	78	5.23555145	25.82106819	201.3235164	162.1071591	488	244.2676368
Polrmt	chr10	29.33695861	4	84	4.412815174	15.40076016	218.5612892	215.7753607	953	317.8584541
Rnf126	chr10	82.45477384	12	319	6.855844483	53.66820163	1501.39896	337.4983822	4979	1049.549308
Fstl3	chr10	28.31520648	6	120	7.709288519	0	604.0232208	281.0701353	3071	490.9871166
Palm,Prss57	chr10	42.60649599	4	89	2.584539159	6.738595332	170.5377069	93.83166762	1413	306.0066517
Misp	chr10	1.289059955	3	58	2.57292801	0	104.7264667	85.37502937	2785	193.8521283
Ptbp1	chr10	350.5540339	21	838	8.863997725	27.52181003	2943.003247	442.6274205	9767	2298.501303
Prtn3	chr10	6.851524059	1	49	0	0	0	27.52181003	838	172.0849154
Med16	chr10	20.17209358	15	489	11.33116172	23.97247284	2487.020196	396.465676	9117	1313.387706
Kiss1r,R3hdm4	chr10	43.69401704	8	303	6.387646868	10.31575214	732.2591831	159.7140042	4317	1074.432271
Arid3a	chr10	121.7372433	17	548	8.533869623	20.0584814	2095.326006	294.4757143	9482	1398.224113
Wdr18	chr10	67.93777369	9	235	4.466377395	42.83861262	524.4624922	235.3043005	7751	868.2358855
Grin3b	chr10	0.9431402653	1	14	0	0	0	13.92384385	921	38.61707896
Tmem259	chr10	152.4040876	22	488	12.23233615	33.687134	2403.942032	421.2244977	12193	1339.364072
Cnn2	chr10	308.9956068	42	1572	7.720037582	21.71059795	5709.930385	625.3721432	16949	4559.434306
Abca7	chr10	27.25215713	14	424	4.540015976	9.448916732	1185.511572	273.8640285	10566	1375.433195
Arhgap45	chr10	8.628020311	6	170	2.010257023	0	243.091838	150.5092477	6726	492.5739348
Polr2e	chr10	349.4809324	9	305	10.45657922	12.51469529	1637.871628	204.9514569	8181	915.7084807
Gpx4	chr10	96.78841208	5	128	12.36360707	0	600.6877595	144.0535992	5101	420.5876118
Sbno2	chr10	81.5698784	17	635	4.721401523	20.44484551	1143.744896	168.9415991	8973	1741.486561
Stk11	chr10	79.72052583	27	921	5.595961747	13.92384385	2540.452123	375.3614613	13042	2554.706691
Atp5d,Cbarp	chr10	423.3130405	17	638	5.10255543	31.19280082	1767.550398	287.9761102	10848	2300.381056
Midn	chr10	107.7510353	36	1485	7.280766056	54.28717794	5356.035695	632.9146484	15388	5459.073727
Cirbp	chr10	95.18081405	17	668	7.280766056	59.52596501	2409.314373	487.0527893	11513	2323.849381
1600002K03Rik	chr10	5.97407901	7	211	12.8553341	11.63050486	1350.050255	234.7457917	4520	798.0524709
Efna2	chr10	11.36655391	2	49	4.159380604	0	115.674612	103.4910046	554	233.6684374
Mum1	chr10	75.56230816	4	73	4.240714079	39.21324189	168.0006017	163.0169696	1245	311.1866105
Ndufs7	chr10	214.7060722	10	202	5.429218207	27.13648905	534.2802569	276.5224949	5321	831.3320621
Dazap1,Gamt	chr10	166.5821127	15	352	10.33904304	76.35451559	2675.364064	424.0479103	7252	1212.282301
Rps15	chr10	1920.033741	6	136	5.78917766	23.09828962	375.3389728	137.3764006	1016	552.9311847
2310011J03Rik	chr10	23.88231748	6	166	6.60916708	27.82640223	955.3333901	211.4207378	1365	715.6263018
Pcsk4,Reep6	chr10	36.4561613	3	70	3.636976134	26.71411166	302.3199308	79.68795803	987	261.4040658
Mex3d	chr10	29.85702297	3	144	6.354929013	20.69751145	578.4637038	138.0921838	1525	742.7458302
Mbd3	chr10	40.90112008	14	406	6.515237464	49.87164652	2164.974099	514.4938144	6256	1434.570516
Uqcr11	chr10	150.8083246	7	224	3.75784148	17.41073292	520.0861268	269.0866405	2098	975.39098
Tcf3	chr10	55.57873417	12	265	5.223403358	38.07066181	741.9325246	244.5019332	3348	817.1626441
Atp8b3	chr10	4.244418355	3	59	6.15708007	9.967902009	197.0186643	158.8317845	1778	226.3472993
Rexo1	chr10	35.85459783	16	309	7.568918655	20.73960068	929.9304791	459.8242652	5710	1023.412325
Gm26710,Klf16	chr10	37.91747333	30	1063	6.811810627	88.22053731	3760.554046	637.7330282	9365	3722.837209
Abhd17a	chr10	46.10658114	5	231	4.638603084	28.87211963	637.0009458	297.1206528	4653	879.8648928
Adat3,Scamp4	chr10	3.051340765	12	542	5.349548558	31.26664578	1352.877607	298.1986518	5292	2103.106787
Gm49322	chr10	0.67720987	3	113	5.349548558	0	282.0575084	120.192253	1946	448.9470516
Csnk1g2	chr10	170.2158249	20	676	10.06877963	31.97171568	4037.257706	539.4628402	9360	2399.069179
Mknk2	chr10	84.83149084	18	943	6.703162264	78.66020841	3723.585327	374.8022392	7229	3158.138653
Gm26541	chr10	1.52506896	9	217	6.703162264	0	856.8589776	242.6725702	4462	794.2031344
Izumo4,Mob3a	chr10	20.75746637	26	836	4.241253533	43.64146306	2830.736842	596.7108205	9379	2743.936791
Ap3d1	chr10	105.1568221	8	234	10.51563425	36.25600374	1264.802578	336.8112378	5284	913.158817
Dot1l	chr10	26.32398639	7	206	4.271174846	11.63281663	388.387938	187.8401362	3171	856.5358067
Plekhj1,Sf3a2	chr10	112.5009701	43	1429	16.12909555	67.00154565	9307.078645	633.8173481	9387	3235.117656
Amh	chr10	0.5955868351	1	143	0	0	0	67.00154565	1429	931.3591646
Jsrp1	chr10	1.058646246	1	84	0	0	0	67.00154565	1429	547.0920967
Oaz1	chr10	22.86150543	16	425	5.222071227	34.61582529	1781.223225	464.897359	6412	1666.909401
Lsm7,Sppl2b	chr10	17.80977319	3	90	4.76569507	10.17499139	337.4391084	113.2501876	2060	437.7792752
Tmprss9	chr10	0.4167693763	3	88	0	0	0	122.8176351	2098	466.1798384
Timm13	chr10	75.21219421	9	174	6.983331949	42.35047799	652.8320839	183.7603148	4224	698.8054237
Gadd45b	chr10	123.7856646	6	296	4.573615046	15.41460489	914.541149	72.53607768	2144	767.0079674
Sgta	chr10	143.0868959	4	106	4.231469647	26.49684301	280.6636564	127.7984664	2328	441.7697886
Thop1	chr10	59.5953188	3	97	3.794714292	17.62261381	343.2895238	41.70195419	793	291.3687328
Creb3l3	chr10	1.167805186	2	87	3.551078067	3.9943148	147.742997	28.38635002	864	347.2666039
Map2k2	chr10	99.82108506	22	674	6.644265249	15.20511118	2775.977878	364.8056144	4185	1700.299893
Zbtb7a	chr10	62.89861967	12	364	9.103328706	60.08362723	1494.757301	274.8533991	4950	1166.267601
Pias4	chr10	51.14314623	5	128	6.741263768	27.9691958	479.0367732	101.7855814	1335	506.2259526
Eef2	chr10	3331.509459	6	108	5.219642145	24.76573389	345.3028955	135.0844211	1727	426.5847503
4930442H23Rik,Dapk3	chr10	56.39323464	7	225	5.219642145	15.86994925	719.3810322	269.5787699	4196	798.7364613
Atcay,Zfr2	chr10	86.71167165	4	65	5.617822157	14.7055998	322.1950553	96.96012478	1485	220.7880962
Matk	chr10	10.14682251	1	57	0	0	0	32.72685381	569	190.8879975
Apba3,Mrpl54	chr10	287.060978	16	569	5.909741845	32.72685381	1905.531062	271.6212358	3880	1686.942434
Pip5k1c,Tjp3	chr10	182.2333145	9	246	3.865745799	30.43120185	512.4655454	167.2925583	3184	881.259264
Cactin	chr10	54.01705702	18	683	5.696337499	32.60333617	2666.699315	323.8855655	4265	1879.718156
Gipc3	chr10	0.4258693136	2	76	0	0	0	56.41446766	1103	263.5700372
Hmg20b	chr10	76.16262871	9	300	4.927747657	17.57498512	743.7107382	179.4077163	3145	1083.821322
Mfsd12	chr10	36.4905226	6	287	4.927747657	12.18266014	711.4832729	136.3252833	2728	1027.129822
4930404N11Rik	chr10	6.512835748	4	245	3.873169949	0	476.7074138	65.24563358	1234	917.3727916
Fzr1	chr10	67.21075316	13	540	9.54788865	22.63177159	2770.737802	215.1893682	3409	1600.025652
Dohh,Gm48551	chr10	22.98692092	17	367	10.57012991	37.20342135	1344.623532	230.6306892	2692	879.1083185
Nfic	chr10	6.039746819	4	82	7.605207608	0	301.0609379	53.40118542	648	256.2467009
Celf5	chr10	3.581612503	1	15	0	6.226566157	0	37.20342135	367	54.95736508
Ncln	chr10	60.7666462	9	155	4.514501472	15.90839171	406.1180533	143.1797205	1675	437.771787
Gna15	chr10	8.569329634	1	18	3.378784252	0	31.048207	15.90839171	155	47.16209651
Gna11	chr10	58.08438749	3	45	3.560287471	19.80464741	147.3268799	78.66113084	800	128.0740427
Aes	chr10	130.4209909	3	52	4.460611819	0	132.4304365	41.97355983	510	179.4237556
Tle6	chr10	75.77194042	5	139	11.66212043	16.42424205	712.5686292	44.38439115	592	364.6949331
BC025920,Gm26896	chr10	0.5402474523	10	278	5.337044803	25.54931778	725.0023307	159.9482734	975	882.3803432
Sirt6	chr10	43.80357437	9	257	12.77501491	23.35952009	1107.339033	147.359766	886	881.4241458
Gm10778	chr10	0.2230217312	2	45	13.42175939	11.85289694	271.028525	48.90883787	535	170.0809867
Gm30906	chr10	0.08832702462	1	12	0	0	0	61.59010576	210	61.1285015
BC024063	chr10	10.53642678	1	11	6.909348435	7.365986411	28.29656489	27.39192955	22	33.86832501
AC158605.1	chr10	0.4979505403	2	24	5.338633416	13.85415494	95.86985052	50.75144964	279	89.88158349
Gm4924	chr10	112.2845254	2	22	6.043562484	9.415170601	69.28603359	40.50128813	88	69.85440877
1190007I07Rik	chr10	15.62585793	2	52	4.229097474	29.78990667	106.5597589	25.25741071	94	193.213949
Tdg	chr10	4.002068445	3	36	6.965732302	10.71138146	137.4701135	32.33945338	335	153.0313422
Nfyb	chr10	70.11069319	5	88	13.72348538	12.31689531	556.6484588	61.52554867	447	271.4988801
1700028I16Rik	chr10	0.7029709804	2	54	8.329216297	6.030243202	224.9931274	18.13952395	286	213.4499245
Txnrd1	chr10	214.5181423	1	30	0	0	0	10.60738747	225	99.10086567
Appl2	chr10	36.36344883	1	17	5.600637855	13.70848839	57.28625636	7.098691059	32	30.40393305
1500009L16Rik	chr10	35.56922097	2	32	4.176710258	7.098691059	57.2309328	13.70848839	32	74.96190904
Nuak1	chr10	36.04341073	12	302	8.01300843	21.07017287	1086.946751	6.851265386	355	298.5020705
E230014E18Rik	chr10	1.256164729	1	17	0	0	0	21.07017287	302	61.18574424
Ckap4	chr10	74.90007581	3	61	6.587757904	9.454897059	208.1689934	74.43197537	217	173.2589422
Tcp11l2	chr10	14.13790121	3	61	9.704653565	42.46061152	261.2139322	41.42626091	217	154.4697651
Polr3b	chr10	35.85459475	2	45	4.907531715	31.97136385	99.22465426	51.91550858	122	174.4374301
Fhl4,Tmem263	chr10	99.32509846	3	127	6.848535363	31.08454135	513.8497916	53.06400809	127	197.1252719
Mterf2	chr10	17.07115142	1	43	5.065938783	20.05127595	105.6959605	31.08454135	127	173.9806381
Ust	chr10	9.341635779	4	61	5.131162646	20.24984613	196.5414918	0	61	48.4011427
Pwp1	chr10	69.31110026	1	21	5.227722389	11.0766713	54.22612144	44.27609327	21	90.08366911
Prdm4	chr10	52.05731061	1	21	7.301370061	44.27609327	90.08366911	11.0766713	21	54.22612144
Hsp90b1,Ttc41	chr10	813.1015229	4	97	5.713238404	26.61975059	416.514031	45.8545888	139	285.0833608
Nt5dc3	chr10	2.759565431	2	59	6.626750482	41.35190666	206.3279471	26.61975059	139	253.3435858
Dram1	chr10	3.10547379	2	22	0	9.525373616	0	41.76215507	43	79.02995806
Chpt1	chr10	55.24031185	3	54	7.564016908	18.39447942	178.7151029	20.39999876	76	94.32977901
Arl1	chr10	67.38648424	3	32	6.48567675	16.03354283	114.0186956	27.91985304	87	33.09538943
Utp20	chr10	918.2874123	1	11	12.8183484	25.72861224	39.83603147	9.525373616	22	0
Sash1	chr10	35.94624173	11	238	12.67805672	15.44650078	988.1680972	8.593650814	279	64.4408201
Gm48728	chr10	0.1432621253	1	23	0	0	0	15.44650078	238	95.49523629
Scyl2	chr10	71.02280969	3	64	10.35793428	38.11568166	265.2528502	48.53502559	287	151.0909374
Actr6	chr10	41.76810917	2	72	7.120945859	23.67517109	152.0522132	62.97553616	238	313.309072
Uhrf1bp1l	chr10	38.43646478	1	8	9.855760717	21.25198153	35.24778038	31.10141987	349	31.97936836
Apaf1,Ikbip	chr10	115.0913835	6	155	7.366493315	42.5200666	678.2274497	150.8242396	1504	580.1174042
Slc25a3	chr10	517.6542088	13	479	7.735583539	64.92359816	1785.136087	134.6325562	1502	843.0663101
Tmpo	chr10	205.9253858	7	336	13.01735154	48.28996781	1470.860432	156.3301653	1235	1004.944007
Cfap54	chr10	0.2472482637	1	17	5.039851359	22.19978579	45.24558911	33.0276228	343	110.3626196
Cdk17	chr10	95.12659165	19	343	15.15874386	33.0276228	2226.728148	33.82348444	510	339.3041067
Lta4h	chr10	131.0643263	2	30	8.69130326	23.27552158	119.5037219	3.168023069	38	11.64152493
Fgd6,Vezt	chr10	29.93048407	3	59	11.73775708	22.91334977	215.4147622	3.657222337	59	26.40259638
Cradd	chr10	12.30571431	1	11	7.506752442	16.02557926	44.93142238	20.10075599	11	34.93631257
Mrpl42	chr10	187.1274598	2	97	5.954204386	19.34475403	218.4514565	86.54174393	165	469.1898077
Ube2n	chr10	38.16869756	4	125	11.39764479	47.27598467	655.1294548	25.84306786	180	128.3683816
Nudt4	chr10	140.4298812	4	41	6.052042223	37.32706392	133.691247	0	116	44.19613184
Gm47725	chr10	0.07422658443	2	27	0	6.498313827	0	47.27598467	181	83.42419271
4930459C07Rik	chr10	0	1	10	0	0	0	72.37481621	254	52.56013828
Btg1	chr10	34.48854099	18	254	8.764337196	72.37481621	1335.027512	28.88154977	513	83.35074955
Atp2b1	chr10	222.2084507	1	10	10.27918047	59.93671605	68.58414585	38.95671819	10	36.26618453
Galnt4,Poc1b	chr10	9.420271971	1	10	5.339319115	38.95671819	36.26618453	59.93671605	10	68.58414585
Dusp6	chr10	62.1269417	8	123	7.316737223	20.21276051	431.8579698	11.28741695	123	81.19029545
Krt19	chr11	592.9875585	13	367	4.961220287	4.952067631	742.2767047	91.17604225	2099	634.7610647
Eif1	chr11	114.6916123	3	152	7.988659006	18.31342987	626.6370445	17.45159409	898	354.946265
Hap1	chr11	59.60928149	6	129	4.882078964	0	389.7105683	92.2788028	2119	367.551379
Jup	chr11	279.3458127	10	461	5.682107097	29.49352368	1146.099318	106.6320583	2549	1185.583946
P3h4	chr11	16.78713924	11	473	4.508169781	18.9479134	1472.612354	94.4860211	2359	968.8662112
Fkbp10	chr11	15.52244433	10	263	4.508169781	0	818.8098289	94.81142678	2381	593.3629591
Klhl10,Nt5c3b	chr11	50.33148661	1	20	6.213664141	11.91105519	47.55744564	5.617575153	148	29.87998184
Klhl11	chr11	57.74235723	5	86	5.433749738	26.77270685	228.2807872	108.0037895	1780	236.1179003
Acly	chr11	290.6868461	7	185	6.100434774	15.72498669	498.3559358	90.91616376	1280	476.4388809
Ttc25	chr11	3.644260392	10	220	7.062236253	11.71665675	635.1406675	55.14626812	1037	586.1033638
Cnp	chr11	26.66867012	2	47	4.178722686	6.747538931	88.32457666	9.763880623	224	74.90754227
Dnajc7,Nkiras2	chr11	228.1489111	5	70	14.21972919	11.57019854	375.8382937	48.13737358	586	126.359468
Dhx58	chr11	10.19735831	3	35	2.92438317	4.51249618	45.3552232	11.57019854	178	127.4700108
Hspb9,Kat2a	chr11	74.56578535	5	88	5.029581904	18.73882479	198.0590944	34.50347502	550	294.5941479
Rab5c	chr11	143.9491694	10	213	5.794605502	13.16939586	611.2723518	68.41992541	848	471.5860995
Ghdc	chr11	21.47779573	1	13	6.21405327	0	23.49293512	0	41	14.06589063
Stat5b	chr11	12.24326435	1	8	12.80391282	5.722088179	22.90484302	11.71665675	220	23.09602427
Stat3	chr11	71.46023683	6	127	7.706437845	12.62203477	555.2948951	13.16939586	535	121.0019774
Cavin1	chr11	31.31084386	1	46	3.747889926	8.823655082	108.5229943	0	113	56.24679767
Atp6v0a1	chr11	36.90801897	4	67	4.305164244	11.91193436	169.6043241	27.55448283	685	77.56327658
Coasy	chr11	39.70382871	4	73	5.449114035	8.191291001	220.4398881	59.06594689	485	239.391486
Mlx	chr11	60.76970083	4	63	6.154933222	7.293365584	155.1780733	26.57718888	397	107.7229466
Psmc3ip	chr11	37.79084612	2	34	7.247075823	9.009025987	92.0739294	53.38955418	212	142.2919791
Retreg3,Tubg1	chr11	111.8339727	4	76	6.326564095	32.48875801	359.5682476	38.10111316	260	179.6341233
Plekhh3	chr11	12.43055546	8	136	4.698049152	20.90079617	463.0679161	85.77923123	646	369.8724219
Ccr10,Cntnap1	chr11	0.738179671	1	17	0	0	0	32.48875801	76	80.4297396
Ezh1	chr11	43.26712859	4	89	4.28446697	34.8653551	403.8994211	28.33472584	893	146.6027225
Ramp2	chr11	4.924069512	1	37	0	4.116663182	0	34.8653551	89	167.9132425
Vps25	chr11	3.655356492	11	234	7.011557582	5.67639271	449.1690082	95.66350262	1385	383.0891404
Wnk4	chr11	1.450943904	2	53	2.396501156	9.969809742	98.28621909	13.8129599	326	92.19222104
Coa3	chr11	87.82685064	4	92	3.918620015	8.136567186	127.8228699	42.85331646	1178	232.5248015
Becn1	chr11	37.0800116	13	323	7.438587547	8.665444053	989.1243315	109.9862874	1913	727.4761204
Psme3	chr11	174.3342377	21	568	7.626047612	18.54166995	1738.419325	135.4406847	1967	1015.678795
Aoc3	chr11	2.151257044	1	52	3.7026912	0	83.73157832	18.54166995	568	159.151065
Aarsd1	chr11	2.431239039	1	20	4.676665309	9.454129928	32.97927786	18.54166995	568	61.21194806
Gm27029	chr11	0.7211341031	5	145	7.31415212	14.2855494	446.4701489	76.11203185	1906	441.687846
Ptges3l,Rundc1	chr11	12.9192723	4	104	7.31415212	26.72626921	320.2268654	36.47662092	1309	289.1438985
Rpl27	chr11	47.36386937	11	355	5.946669614	9.269506921	894.2190051	148.3650518	2677	1196.570648
Ifi35	chr11	62.47263329	5	135	10.75150553	6.166661446	516.1115746	94.43166854	1373	519.4499015
Rnd2	chr11	20.59105567	5	132	4.818626311	0	422.3268379	67.4465878	1935	393.1111921
Vat1	chr11	62.23639287	7	219	9.417181683	46.67736966	1451.315995	48.90491785	2889	590.4346071
Brca1,Nbr1	chr11	296.6264577	13	525	8.017865452	33.46874948	1849.205797	82.51212573	3411	1230.436829
Tmem106a	chr11	22.57660534	4	188	5.53648349	0	307.7653348	33.46874948	2307	363.0742887
Rdm1	chr11	80.74148285	3	206	6.773488927	7.546321295	542.5150337	6.113038303	1764	687.5056773
Arl4d	chr11	18.17782484	8	210	3.926814323	10.93953156	559.9716896	14.04029624	737	192.4476701
Dhx8	chr11	91.95251958	7	312	5.039323097	9.353633538	590.031985	22.38449772	2380	987.34307
Etv4	chr11	19.8996252	1	33	4.935085988	8.201659723	89.15302938	0	46	34.22456819
Dusp3	chr11	29.14892493	2	23	6.162116224	22.55585462	61.76469307	42.00865825	215	119.522153
Tmem101	chr11	34.42411223	5	108	3.52993476	0	166.5099829	57.75572324	489	303.2963792
G6pc3,Lsm12	chr11	139.6935374	10	187	17.86561974	35.66580648	1205.770583	153.5407654	2521	497.0594944
Hdac5	chr11	63.15143766	5	93	7.450994696	20.42284645	301.3956038	188.9425278	1946	394.3000613
BC030867	chr11	23.61893535	8	155	8.023181273	33.23464297	696.8105991	110.368499	1825	523.3252354
Tmub2	chr11	42.26718656	5	114	5.875426115	10.18839717	356.4948726	162.1045104	2475	529.5359658
Atxn7l3	chr11	51.16811919	19	679	9.153528308	30.43314794	3625.216802	275.2855704	3321	2173.135217
Ubtf	chr11	70.16015588	9	263	11.68516644	52.18634257	1414.030243	159.4583993	2904	915.9517761
Bloodlinc	chr11	0.2085354013	1	47	0	0	0	60.71800232	1186	209.5160308
Rundc3a	chr11	3.834819608	3	122	0	5.62745829	0	143.3374928	2128	579.9629428
Slc25a39	chr11	193.2656084	28	1186	7.922987619	60.71800232	5286.936438	267.8605196	3622	3162.019733
Grn	chr11	192.1875113	11	281	5.365728033	22.89493596	789.1255945	175.0105731	3081	1064.650533
Fam171a2	chr11	1.391796034	1	13	0	7.416966198	0	30.43314794	679	69.40768546
Itga2b	chr11	4.33638175	2	35	2.763467426	12.00242886	87.50744863	51.91191751	699	140.0178031
Gm11627	chr11	0.5693490041	5	113	3.430480651	3.69474119	149.3710743	13.70216096	363	194.8411962
Fzd2	chr11	6.696873247	4	110	4.809409204	7.811104499	344.0346109	9.585797655	368	148.2847875
2810433D01Rik	chr11	0.3024854638	2	43	2.243220904	0	59.28846652	13.70216096	273	113.2446908
Ccdc103,Eftud2	chr11	117.565267	15	261	13.38688121	11.92225121	1106.311892	76.34980635	2741	444.7064995
Kif18b	chr11	76.01483192	6	118	6.998223902	5.71597647	316.277017	47.00688942	1202	296.8793661
Dcakd	chr11	150.159297	8	213	4.458195222	15.38693477	542.2436942	56.67239563	1601	428.5944574
Nmt1	chr11	134.8582387	12	406	5.246185544	19.69770344	977.6733941	117.1842044	2620	781.0736694
Acbd4,Plcd3	chr11	70.40818509	11	522	4.360376059	23.79038006	1338.820865	131.6006394	3570	1424.619794
Hexim1	chr11	46.76291304	13	690	5.748924743	60.07258143	2222.915113	110.2661455	3847	1968.599889
Hexim2	chr11	12.39561306	10	721	9.590322208	25.08321922	2315.295883	123.0161702	3416	1843.92926
Spata32	chr11	0.1995550258	1	10	4.598680465	0	14.36008014	60.07258143	690	32.21616106
Map3k14	chr11	2.199917518	3	35	3.410642786	14.46388527	106.190713	88.61295747	1461	90.33347822
Plekhm1	chr11	16.98888875	5	145	6.255566155	18.56842024	393.9619972	15.64163511	710	303.4487233
Gosr2	chr11	79.65845139	3	101	9.669905229	8.019653405	314.5462649	17.61518204	194	241.3442679
Arf2	chr11	74.11235311	5	94	7.50716773	10.58518799	350.2974771	8.019653405	222	116.3716931
Kansl1	chr11	89.89305144	6	140	13.35763643	14.90767395	685.9696711	108.7797678	1679	394.8069053
Cdc27,Myl4	chr11	171.5482723	3	45	8.11976004	27.03267224	141.6913371	72.80768489	1060	149.2253623
Mettl2	chr11	73.40720283	2	60	4.878267678	31.22672734	255.3714107	29.08276302	325	217.0367791
Tlk2	chr11	92.96069115	2	31	9.295465545	0	112.1356692	31.22672734	129	87.15305827
Cyb561	chr11	3.412700565	1	10	4.420100225	5.892191544	21.76773337	14.61136018	62	31.30926043
Dcaf7	chr11	45.21161984	4	62	4.962717396	14.61136018	194.1174147	106.6712898	133	206.0103739
Taco1	chr11	17.36405502	2	48	4.420745708	65.73465284	187.184532	49.65580557	113	182.0604602
Map3k3	chr11	92.20934092	3	51	8.22937276	35.04444539	230.1370767	142.2395664	431	178.7600271
Gm10840,Limd2	chr11	38.54674304	2	53	9.000246295	10.58419178	168.0243705	82.00714745	492	170.3313614
Strada	chr11	28.14647269	5	171	4.933095659	20.11359408	541.3866794	103.0805132	870	567.1595948
Ccdc47,Ddx42	chr11	177.0409443	10	321	7.170581218	61.89355337	1042.517643	146.0550009	1246	1108.252038
Ftsj3,Psmc5	chr11	393.4101618	5	260	10.47714634	20.28958699	900.4404146	92.32032849	831	625.6446667
Smarcd2	chr11	88.70442433	5	188	4.514493444	10.31318104	673.3851261	102.2967344	890	630.0275174
Ern1	chr11	16.86067595	2	31	4.799565622	25.71211739	116.0141658	36.7748126	288	44.12915501
Tex2	chr11	46.19844761	13	270	6.306384997	36.7748126	916.528604	204.0560109	1099	372.5331122
Pecam1	chr11	7.273584249	1	9	3.877068151	0	12.96043854	0	9	10.742585
Polg2	chr11	17.62258165	2	123	5.968245448	7.228956144	301.813704	100.7454843	361	493.9698241
Cep95,Ddx5	chr11	316.2870377	11	333	9.957079856	100.7454843	1615.843549	64.03941466	1072	471.4816795
Smurf2	chr11	106.6241008	2	35	8.837081834	9.336129663	143.1202292	4.700286719	51	42.66796486
Kpna2	chr11	43.88050601	4	135	12.98742086	7.721962079	562.8168742	126.1441936	705	538.8794685
1810010H24Rik	chr11	11.22525074	2	82	8.730837193	13.08502542	412.0000153	20.03564592	395	304.1250286
Nol11	chr11	105.3299481	2	35	6.619550665	20.82498378	122.8019727	62.83662837	575	121.0167477
Psmd12	chr11	195.7845235	9	139	9.105410005	16.00579002	377.3535372	60.77459518	626	218.034199
Helz	chr11	81.57076498	8	245	9.064627287	34.52477456	866.4936068	29.92520301	626	371.8634716
Axin2	chr11	32.41005526	1	42	8.836678701	41.55247958	227.156661	0	42	79.50717747
Gna13	chr11	97.72168994	19	637	5.686149952	30.15715803	2001.855031	198.3697019	1256	977.1788589
9930022D16Rik	chr11	0.04084826434	1	25	0	0	0	30.15715803	637	78.56573905
Amz2	chr11	124.0535532	1	21	0	5.227431472	0	30.15715803	637	65.9952208
Arsg,Slc16a6	chr11	22.40357876	3	37	8.726530935	15.70360467	150.8643664	156.6766698	229	107.9566776
Wipi1	chr11	93.52090507	5	101	4.750930202	81.86562197	524.762492	146.5894311	956	387.5835296
Gm11685	chr11	0	1	10	0	4.543193433	0	30.15715803	637	31.42629562
Prkar1a	chr11	75.45973409	5	108	12.56164008	25.91762066	644.2580042	186.8338278	907	245.4281393
Cog1	chr11	43.78345898	3	60	6.11594615	43.1616589	161.627444	98.85410188	289	220.1074026
